Project_ID,Start_Date,Location,Project_Type,Duration_Days,Complexity,Risk_Level,Area_sqm,Cost_Budgeted,Actual_Duration,Actual_Cost
P0685,2020-07-11,HMRB,Classroom,280,High,Medium,9,46100,346,63200
P0686,2020-11-13,ENB,Minor Renovation,117,Low,Low,204,147900,130,186700
P0687,2020-04-20,KNA,Classroom,654,Medium,Critical,394,2351700,959,3254300
P0688,2021-06-14,ES,Minor Renovation,490,High,High,90,172900,623,247000
P0689,2022-05-12,TFDL,Minor Renovation,218,Medium,Low,84,58900,269,65900
P0690,2021-01-28,KNA,Major Renovation,120,Medium,Medium,42,99700,141,135500
P0691,2023-02-02,ENA,Classroom,209,Medium,High,281,1963300,283,2272000
P0692,2024-05-10,SA,Classroom,90,Low,Medium,25,163000,111,219900
P0693,2024-09-02,SB,Dry Lab,408,High,Critical,24,229000,596,286500
P0694,2024-01-08,HRIC,IT/AV,234,High,Low,56,140400,306,152600
P0695,2021-05-15,ENA,Minor Renovation,392,High,Medium,140,143200,443,171000
P0696,2020-12-30,SA,Minor Renovation,333,Medium,Critical,84,135000,402,175900
P0697,2024-12-08,KNA,Classroom,144,Low,Medium,15,77700,176,92600
P0698,2021-12-15,ENA,IT/AV,294,Medium,Critical,7,23400,402,27100
P0699,2023-02-08,SB,Wet Lab,169,Low,Medium,169,951000,206,1221800
P0700,2021-12-07,ES,Classroom,400,High,High,74,561300,602,689200
P0701,2020-01-22,KNB,Wet Lab,246,Medium,High,86,567500,368,802700
P0702,2020-04-05,SB,Major Renovation,252,Medium,Low,380,1321500,335,1830700
P0703,2024-12-24,SA,Dry Lab,221,Medium,Medium,89,482400,274,639900
P0704,2021-10-19,ENC,Major Renovation,127,Low,High,48,179800,168,241000
P0705,2021-03-22,KNB,Minor Renovation,310,Medium,Medium,224,161700,424,197700
P0706,2020-04-19,SB,IT/AV,122,Medium,Medium,21,58300,157,72500
P0707,2022-05-27,AD,Minor Renovation,327,Low,High,425,470700,446,492100
P0708,2020-02-16,TFDL,Major Renovation,204,Medium,High,41,92700,285,121000
P0709,2023-05-10,KNB,IT/AV,220,High,Low,12,27000,285,30100
P0710,2022-05-29,END,Major Renovation,256,High,Critical,48,232500,377,303300
P0711,2024-08-30,SA,Furniture,180,Medium,Low,93,173300,214,207600
P0712,2021-12-08,ENG,Minor Renovation,345,High,Medium,353,569100,466,770600
P0713,2023-03-04,KNB,Minor Renovation,396,Medium,High,362,498500,541,557900
P0714,2024-06-14,ENB,Minor Renovation,484,High,Medium,497,617500,563,803600
P0715,2022-09-12,HMRB,Minor Renovation,396,High,Low,455,402900,426,454300
P0716,2024-06-27,KNB,Minor Renovation,169,Low,High,14,14900,170,17400
P0717,2020-03-30,KNA,Major Renovation,189,Low,Medium,118,167800,188,161000
P0718,2022-05-13,ENA,Wet Lab,232,Medium,High,161,1701600,283,2529600
P0719,2024-07-03,KNA,Minor Renovation,180,Medium,Critical,31,37900,227,53800
P0720,2023-03-13,ENA,Minor Renovation,240,Medium,Medium,88,100500,287,129100
P0721,2020-01-30,HRIC,Classroom,237,Low,Medium,459,2415900,330,2512500
P0722,2024-09-09,SA,Dry Lab,229,Medium,Medium,85,624100,272,663700
P0723,2022-02-23,ENC,Wet Lab,288,Medium,Medium,434,3992400,317,5248400
P0724,2022-09-10,SB,Major Renovation,118,Medium,Medium,38,178400,125,228100
P0725,2023-06-29,ENF,Minor Renovation,180,Low,Medium,95,102800,198,121300
P0726,2023-11-22,KNA,Dry Lab,283,High,High,51,332000,379,368200
P0727,2023-12-12,ENG,Dry Lab,399,High,Medium,184,1419300,450,1991100
P0728,2024-04-22,SB,Major Renovation,315,Medium,Medium,88,325100,366,446400
P0729,2020-04-11,SA,Major Renovation,396,Medium,Medium,414,1218400,497,1659800
P0730,2024-10-28,HMRB,Minor Renovation,147,Low,High,48,42600,181,54100
P0731,2023-04-30,HMRB,Furniture,113,Medium,Medium,28,79500,135,92100
P0732,2024-06-23,ENA,Major Renovation,517,High,High,107,422300,771,593900
P0733,2023-10-24,AD,Dry Lab,351,Medium,Low,355,1346200,479,1831700
P0734,2022-12-07,ENF,Minor Renovation,283,Medium,Medium,92,28100,353,33000
P0735,2020-03-24,ES,Major Renovation,264,High,Critical,15,80200,421,110800
P0736,2024-11-09,AD,Classroom,195,High,High,26,153700,227,221200
P0737,2021-06-13,ES,Classroom,154,Medium,Medium,8,51500,165,62100
P0738,2020-04-19,ES,IT/AV,477,Medium,Critical,172,488500,671,693300
P0739,2022-08-16,END,Major Renovation,245,Medium,Medium,54,101100,282,130100
P0740,2024-10-15,HRIC,Dry Lab,199,Medium,Medium,84,465100,257,559500
P0741,2022-10-31,TFDL,Major Renovation,121,Low,Low,105,295000,113,317900
P0742,2021-12-28,ENB,Minor Renovation,261,High,Low,77,56800,363,76200
P0743,2023-10-06,ES,Classroom,166,Low,Low,50,189100,161,239900
P0744,2020-03-20,END,Minor Renovation,102,Low,Medium,28,24100,112,25200
P0745,2023-02-13,SA,Wet Lab,162,Medium,Medium,13,93800,184,99500
P0746,2022-07-28,ENC,Minor Renovation,222,Low,High,490,457500,275,609700
P0747,2022-12-08,ES,Minor Renovation,305,Medium,Medium,57,53500,355,63400
P0748,2020-03-21,ENC,Minor Renovation,294,Medium,Medium,54,69700,322,73900
P0749,2023-04-02,TFDL,Minor Renovation,153,Low,Medium,225,85600,204,92200
P0750,2020-05-13,SB,Wet Lab,190,Medium,Medium,15,178300,254,201000
P0751,2024-11-25,HRIC,Classroom,441,High,High,76,391600,547,489500
P0752,2022-06-18,ES,Major Renovation,349,High,Medium,93,385800,435,529100
P0753,2020-10-19,HMRB,Dry Lab,274,Medium,High,461,2752400,355,3126600
P0754,2020-06-18,HRIC,Dry Lab,240,Medium,Low,256,1317000,265,1494700
P0755,2023-08-13,HRIC,Dry Lab,135,Medium,High,16,97000,172,102500
P0756,2024-10-13,ENF,Classroom,384,High,Low,427,2082300,428,2579400
P0757,2023-04-09,END,Dry Lab,307,Medium,Medium,152,636400,354,795700
P0758,2022-07-11,HRIC,Major Renovation,109,Medium,Low,15,49800,105,53700
P0759,2021-03-07,HRIC,Minor Renovation,309,Medium,Critical,45,65000,437,97400
P0760,2024-04-21,ENB,Minor Renovation,313,Medium,High,184,198200,379,284800
P0761,2024-05-03,SB,Minor Renovation,193,Medium,High,37,56100,240,64200
P0762,2022-02-27,SB,Minor Renovation,418,Medium,Critical,75,136700,555,199700
P0763,2024-01-15,END,Dry Lab,148,Low,High,49,229100,198,256700
P0764,2020-06-11,TFDL,IT/AV,321,High,Low,74,201500,355,203500
P0765,2021-04-08,AD,Wet Lab,207,Medium,Medium,71,586800,269,800400
P0766,2020-03-13,ENA,Dry Lab,288,High,Medium,101,659600,386,737300
P0767,2020-05-12,SB,Major Renovation,381,Medium,Medium,500,1425600,445,1716800
P0768,2024-02-26,ES,Wet Lab,315,Medium,Critical,30,276600,416,391800
P0769,2021-03-25,KNB,Wet Lab,354,High,Low,80,685200,409,797400
P0770,2021-05-15,SA,Wet Lab,248,Medium,Medium,87,964400,345,1366100
P0771,2024-12-28,HRIC,Major Renovation,373,High,High,53,133900,436,200800
P0772,2021-02-08,ES,Furniture,194,High,Medium,32,95900,204,111600
P0773,2020-04-21,ENB,Dry Lab,219,Medium,High,109,593000,257,785200
P0774,2022-05-11,ENA,Dry Lab,208,Low,Medium,452,2317000,286,2608500
P0775,2024-03-13,HRIC,Furniture,356,High,Medium,275,579900,400,693200
P0776,2020-07-08,ENB,Major Renovation,149,Medium,Medium,9,26400,176,26900
P0777,2022-09-19,ENB,Minor Renovation,266,Medium,Medium,462,456800,354,593000
P0778,2021-03-16,ENC,Major Renovation,142,Medium,Medium,18,53200,196,58200
P0779,2020-01-04,SB,Major Renovation,190,Low,Medium,296,797500,220,1052300
P0780,2021-10-28,HRIC,Minor Renovation,191,Medium,High,15,8900,209,9600
P0781,2023-05-16,END,Classroom,216,High,Low,18,92600,223,120600
P0782,2023-06-11,SA,Minor Renovation,118,Low,Medium,13,5300,155,5600
P0783,2020-10-16,HRIC,Minor Renovation,262,Medium,Medium,428,271200,341,362700
P0784,2023-03-22,TFDL,Dry Lab,522,High,High,59,494300,773,708200
P0785,2023-07-14,KNB,Classroom,252,High,Medium,88,386200,268,486500
P0786,2024-01-08,KNA,Minor Renovation,374,Medium,High,55,76100,540,100900
P0787,2021-09-23,AD,Classroom,310,Medium,Medium,91,478300,417,565800
P0788,2022-12-16,HRIC,Classroom,330,Medium,High,69,416100,464,589600
P0789,2022-12-24,KNB,Minor Renovation,324,Low,High,485,131600,440,144600
P0790,2024-11-09,SA,Wet Lab,264,High,Medium,23,197100,290,223800
P0791,2024-12-23,ENF,Classroom,360,High,Medium,473,2975900,505,3880100
P0792,2020-04-28,TFDL,Wet Lab,297,Medium,High,83,975700,444,1330700
P0793,2020-02-25,ENB,Dry Lab,124,High,Low,14,75200,171,84500
P0794,2023-07-26,ENG,Minor Renovation,266,Medium,High,92,116200,306,161200
P0795,2020-11-01,HMRB,Minor Renovation,463,High,High,214,108300,626,127900
P0796,2024-07-09,END,Major Renovation,172,High,Medium,7,12600,210,17100
P0797,2022-12-26,SA,Major Renovation,118,Low,High,26,72000,155,85400
P0798,2021-04-01,TFDL,Minor Renovation,135,Medium,Low,61,59400,135,75500
P0799,2020-03-11,ENF,Minor Renovation,327,High,Medium,321,191200,417,213100
P0800,2024-07-26,SA,Dry Lab,162,Medium,Medium,71,549000,177,625000
P0801,2021-06-02,ES,Major Renovation,226,Low,Critical,11,47900,293,58100
P0802,2022-07-15,HMRB,Classroom,157,Medium,Low,97,408600,204,483100
P0803,2023-06-12,KNB,Dry Lab,113,Medium,Medium,5,29100,156,36600
P0804,2022-06-04,AD,Minor Renovation,216,High,Medium,54,71500,291,90500
P0805,2022-04-02,HMRB,Wet Lab,307,Medium,Medium,56,511300,331,560000
P0806,2021-02-23,ENA,Minor Renovation,144,Medium,Low,5,4700,148,6000
P0807,2021-06-18,SB,Minor Renovation,170,Medium,Medium,98,120900,237,142200
P0808,2020-09-21,SB,Dry Lab,205,Medium,Medium,42,317100,217,395300
P0809,2020-01-28,ENG,Classroom,135,Medium,Low,13,40100,155,48300
P0810,2024-09-09,TFDL,Classroom,396,High,High,87,716800,498,1012700
P0811,2020-06-07,HRIC,Wet Lab,300,Medium,Critical,29,342800,399,399800
P0812,2022-07-24,SA,Wet Lab,120,Low,Medium,91,687300,158,892100
P0813,2023-11-11,HMRB,Minor Renovation,237,High,Low,284,341500,288,456700
P0814,2024-01-24,HMRB,Major Renovation,336,High,High,42,219200,409,296500
P0815,2021-01-10,ENG,Minor Renovation,133,Medium,Low,40,46900,133,60600
P0816,2020-09-28,ENB,Minor Renovation,194,Medium,Medium,37,23900,270,27900
P0817,2021-03-03,ENG,Classroom,146,Low,Medium,461,1228200,190,1381200
P0818,2020-02-27,TFDL,Minor Renovation,202,Low,High,89,86100,213,113100
P0819,2024-04-09,ES,Minor Renovation,355,High,High,77,39300,516,48000
P0820,2021-03-06,ES,Classroom,470,High,Medium,408,3704800,703,4306500
P0821,2024-01-07,AD,Wet Lab,270,Medium,High,77,611200,316,673100
P0822,2023-10-28,ENF,Wet Lab,414,High,High,450,3931900,514,5200000
P0823,2021-04-16,HRIC,Minor Renovation,216,Medium,Medium,42,54900,287,62300
P0824,2020-10-14,END,Dry Lab,124,Medium,Medium,8,52400,170,54100
P0825,2023-10-28,ENC,Minor Renovation,558,High,Critical,87,85500,768,118900
P0826,2021-11-12,TFDL,Wet Lab,445,Medium,Critical,67,934900,643,1462600
P0827,2021-11-07,HRIC,Minor Renovation,265,Medium,Low,99,71300,297,68200
P0828,2024-01-26,SB,Furniture,244,Low,Medium,422,987100,321,1378800
P0829,2022-07-30,HRIC,Dry Lab,189,Medium,Low,81,426200,219,556600
P0830,2022-08-17,SB,Classroom,384,High,High,415,3745300,465,4680400
P0831,2022-10-25,ENG,Wet Lab,141,Medium,High,43,287100,155,377500
P0832,2021-03-21,HRIC,Dry Lab,318,High,Low,240,1616400,401,1970000
P0833,2022-09-06,TFDL,Wet Lab,173,Medium,High,40,411500,221,452000
P0834,2024-09-21,KNA,Major Renovation,357,High,Low,57,250900,431,267900
P0835,2020-10-20,ES,Wet Lab,297,Medium,High,271,3080500,437,4382400
P0836,2022-11-21,HRIC,Major Renovation,90,Low,Low,41,76100,92,87600
P0837,2024-02-14,KNB,IT/AV,113,Medium,Medium,45,85000,149,110800
P0838,2024-02-02,ES,Minor Renovation,405,High,High,90,124300,448,183200
P0839,2022-03-18,SA,Minor Renovation,136,Low,High,25,21300,174,23000
P0840,2020-04-09,KNB,Wet Lab,214,Low,Medium,79,536800,245,577200
P0841,2024-11-07,HMRB,Classroom,271,High,Medium,35,206700,366,240600
P0842,2024-11-17,ENA,Classroom,218,Low,High,50,221900,260,234700
P0843,2023-12-28,TFDL,Minor Renovation,136,Low,Critical,20,13200,157,19500
P0844,2023-03-16,SB,Minor Renovation,90,Low,Medium,7,6800,90,8300
P0845,2023-07-09,ENC,Minor Renovation,357,High,High,28,25500,533,33200
P0846,2020-02-13,KNA,Minor Renovation,213,Medium,High,44,33300,295,39400
P0847,2020-11-04,KNB,Wet Lab,172,Medium,Medium,15,100700,213,132900
P0848,2021-01-09,SB,Minor Renovation,403,High,Medium,60,77600,514,84700
P0849,2021-01-26,ENA,Dry Lab,225,High,Medium,37,287400,299,411800
P0850,2021-03-31,AD,Classroom,180,Low,High,99,327400,239,454500
P0851,2023-07-18,TFDL,Dry Lab,162,Medium,Medium,85,496100,200,662100
P0852,2023-04-23,SB,Major Renovation,456,High,Critical,65,509300,631,721000
P0853,2022-07-31,TFDL,Major Renovation,184,High,Medium,12,57100,206,72500
P0854,2022-08-12,KNA,Minor Renovation,186,Medium,Medium,69,54200,251,67400
P0855,2024-06-23,HRIC,Minor Renovation,396,Medium,Medium,418,442000,420,532400
P0856,2022-07-19,HMRB,Major Renovation,428,High,Medium,336,709900,623,816900
P0857,2022-06-26,KNA,Minor Renovation,201,High,Low,183,181400,279,253000
P0858,2020-11-09,ENC,Minor Renovation,261,Medium,High,10,4900,318,6700
P0859,2023-08-12,SB,Minor Renovation,246,Medium,High,69,81500,330,99000
P0860,2021-06-01,ENG,Minor Renovation,157,Low,High,81,87400,174,112500
P0861,2023-11-15,END,Minor Renovation,158,Low,Medium,77,39000,171,46600
P0862,2024-01-20,END,Furniture,354,High,High,30,91000,530,122100
P0863,2024-05-06,AD,Dry Lab,459,Medium,High,384,2518800,672,2948900
P0864,2024-05-21,KNA,Dry Lab,522,High,High,84,697400,718,863300
P0865,2021-04-05,ENG,Dry Lab,339,High,High,23,132700,399,148400
P0866,2021-11-10,ENA,Major Renovation,337,Medium,High,67,122900,361,176500
P0867,2024-10-19,AD,Minor Renovation,187,High,Medium,45,15600,199,22400
P0868,2020-10-26,AD,Major Renovation,186,Medium,Medium,307,1064600,198,1191500
P0869,2022-08-06,HMRB,Minor Renovation,196,Medium,Medium,43,65300,212,74500
P0870,2022-10-05,ENB,Major Renovation,177,Medium,Low,328,943500,223,1232000
P0871,2022-02-11,HRIC,Minor Renovation,280,Medium,Medium,288,174900,289,222900
P0872,2022-10-12,TFDL,Minor Renovation,195,Medium,Critical,7,5900,284,7400
P0873,2020-02-23,TFDL,Minor Renovation,320,Medium,High,84,98900,442,139600
P0874,2021-03-11,ENG,Dry Lab,180,Medium,Low,22,116700,195,130300
P0875,2022-06-24,ENC,Dry Lab,484,High,Medium,363,1899300,560,2715300
P0876,2020-03-31,KNA,Minor Renovation,172,Low,Critical,30,39800,212,48300
P0877,2021-12-31,KNB,Dry Lab,180,High,Medium,33,202300,213,213700
P0878,2022-02-18,SB,Minor Renovation,347,Medium,High,277,255800,436,330700
P0879,2022-10-28,TFDL,Classroom,213,High,Low,162,874300,274,1087600
P0880,2020-08-26,SA,Dry Lab,195,High,High,8,87200,229,117400
P0881,2020-04-04,ENA,IT/AV,459,Medium,Critical,66,165000,695,220300
P0882,2020-12-31,HMRB,Wet Lab,351,Medium,High,466,5419500,442,7891600
P0883,2024-07-01,ES,Classroom,201,Medium,Low,422,1581800,208,2063500
P0884,2020-01-20,SB,Minor Renovation,209,Low,High,59,46600,221,64300
P0885,2022-11-17,SA,Major Renovation,267,Medium,Critical,38,141700,392,204500
P0886,2021-09-01,SA,Classroom,357,High,Low,169,1332400,496,1679700
P0887,2024-12-28,ENF,Major Renovation,190,Medium,Medium,5,16700,214,20300
P0888,2023-12-13,ES,Minor Renovation,256,Medium,Medium,88,129900,348,146500
P0889,2023-11-18,KNA,Major Renovation,481,Medium,Critical,72,330100,574,500900
P0890,2021-11-19,ENB,Dry Lab,256,Medium,Low,53,252000,261,243600
P0891,2020-07-10,HMRB,Minor Renovation,310,High,High,210,259400,353,291700
P0892,2020-10-20,ENC,Minor Renovation,368,High,Critical,25,41600,455,50700
P0893,2024-01-15,ES,Major Renovation,299,Medium,Medium,304,838800,386,916300
P0894,2022-06-04,KNB,IT/AV,391,High,High,100,210000,527,242300
P0895,2023-08-03,END,Classroom,197,Medium,Medium,79,512600,247,598500
P0896,2021-08-21,AD,Minor Renovation,327,Medium,High,89,76100,394,98900
P0897,2024-05-14,KNB,Dry Lab,283,Medium,Medium,66,336600,313,410500
P0898,2020-03-30,HRIC,Major Renovation,317,Medium,High,88,290400,363,318300
P0899,2024-04-16,HRIC,Classroom,216,Medium,Low,466,1502600,228,1994000
P0900,2023-09-26,AD,Wet Lab,220,Medium,High,11,69100,312,83700
P0901,2023-10-06,KNB,Dry Lab,428,Medium,Medium,447,1928300,573,2143200
P0902,2020-07-04,ENF,Minor Renovation,288,High,Medium,24,19300,412,21600
P0903,2022-05-15,SB,Minor Renovation,90,Low,Low,44,21600,100,21000
P0904,2023-07-04,AD,IT/AV,254,Medium,High,30,89100,355,125700
P0905,2021-07-30,HRIC,Wet Lab,384,Medium,Critical,438,3462700,534,5060200
P0906,2022-04-18,KNB,Minor Renovation,133,Low,Medium,82,30300,140,29100
P0907,2021-12-13,HMRB,Wet Lab,219,High,Low,86,643300,280,887100
P0908,2024-01-11,END,Classroom,304,Low,Critical,474,2724600,457,3679700
P0909,2023-09-13,ENA,Classroom,90,Low,Medium,44,218200,118,267100
P0910,2023-12-27,SA,Classroom,100,Low,Medium,33,124800,109,131100
P0911,2024-12-23,KNA,Major Renovation,222,Low,Critical,64,202800,281,230600
P0912,2022-03-21,ENG,Dry Lab,225,Medium,Low,360,1909900,305,1937600
P0913,2020-07-13,TFDL,Minor Renovation,290,Medium,High,90,27900,341,32100
P0914,2022-09-19,AD,Minor Renovation,388,Medium,Medium,352,362000,419,486000
P0915,2024-08-22,SB,Wet Lab,159,Medium,High,25,273200,188,337500
P0916,2020-07-06,ENA,Minor Renovation,636,High,Critical,56,113500,930,141000
P0917,2021-11-14,ES,Classroom,354,Low,Critical,164,1355000,409,1923600
P0918,2024-09-13,KNB,Dry Lab,162,Low,Critical,26,123400,197,138200
P0919,2023-05-02,ENG,Minor Renovation,164,Medium,Medium,170,115800,203,153400
P0920,2021-07-04,AD,Furniture,132,Low,Medium,26,49600,165,59000
P0921,2022-02-14,ENB,Major Renovation,388,Medium,High,154,665500,541,870100
P0922,2020-11-25,SA,Minor Renovation,288,High,Low,83,43900,327,57400
P0923,2020-05-18,HMRB,Major Renovation,209,Medium,High,8,42100,243,58700
P0924,2023-03-08,HRIC,Minor Renovation,262,High,Medium,70,33100,376,35100
P0925,2023-10-19,HRIC,Major Renovation,135,Low,Medium,54,152500,160,160900
P0926,2020-03-12,HRIC,Minor Renovation,266,Medium,High,84,63000,373,78700
P0927,2021-10-07,ENB,Minor Renovation,279,High,Low,190,269900,294,306700
P0928,2020-04-21,END,Minor Renovation,184,High,Low,36,21900,217,25500
P0929,2021-09-30,AD,Wet Lab,205,Medium,Medium,168,1743000,222,1984900
P0930,2021-11-02,ES,Dry Lab,108,Medium,Medium,5,39600,110,44600
P0931,2020-06-07,TFDL,Minor Renovation,170,Medium,Medium,95,35500,221,37300
P0932,2023-01-10,ENF,Major Renovation,283,Medium,Medium,218,722300,336,893400
P0933,2022-07-25,END,Minor Renovation,175,Low,High,48,41800,192,57700
P0934,2023-04-18,END,Minor Renovation,253,Medium,Medium,121,146500,284,200800
P0935,2023-09-11,HRIC,Minor Renovation,225,High,Medium,8,11700,269,13000
P0936,2023-12-14,AD,IT/AV,255,Medium,Critical,24,81500,335,111400
P0937,2020-03-25,HMRB,Minor Renovation,201,High,High,8,5800,255,8700
P0938,2021-03-25,KNB,Furniture,288,High,Medium,153,344600,356,410200
P0939,2023-10-19,ENC,Wet Lab,294,Medium,Low,356,3078000,296,3450700
P0940,2024-10-10,ENA,Classroom,229,Medium,High,24,130300,331,138200
P0941,2022-04-01,KNA,Dry Lab,154,Low,Medium,126,476200,205,508100
P0942,2021-03-25,ENG,Wet Lab,286,Medium,Medium,84,835600,361,1010900
P0943,2021-04-27,HRIC,Wet Lab,405,Medium,High,349,3141500,542,4170500
P0944,2023-12-28,HRIC,Classroom,332,High,Critical,28,194200,506,285600
P0945,2021-04-04,KNA,IT/AV,378,High,High,102,286900,439,372000
P0946,2023-09-02,SB,Classroom,408,High,Medium,356,2801200,575,3125900
P0947,2022-02-05,ENG,Wet Lab,246,Low,Critical,312,1882800,298,2507000
P0948,2024-03-15,SA,Minor Renovation,252,High,Medium,25,34900,276,40600
P0949,2021-06-14,ENF,Minor Renovation,211,Medium,High,43,34900,232,41200
P0950,2023-06-29,KNB,IT/AV,205,Medium,Medium,32,45300,232,60500
P0951,2024-03-27,AD,Dry Lab,200,Medium,Low,99,412800,267,548900
P0952,2023-11-16,KNB,IT/AV,138,Medium,Medium,27,67100,148,83200
P0953,2021-01-26,ENG,Wet Lab,396,High,Critical,13,148600,631,237200
P0954,2024-07-14,ENB,Furniture,303,High,Low,93,223800,325,299700
P0955,2024-08-26,ENC,IT/AV,142,Low,Medium,89,126200,136,140400
P0956,2022-07-04,KNB,Minor Renovation,552,High,Medium,463,539300,683,773900
P0957,2024-05-18,AD,Minor Renovation,198,Medium,Low,61,58200,244,60300
P0958,2024-02-05,ENF,Minor Renovation,90,Low,Medium,44,43200,98,55200
P0959,2024-02-12,ES,Wet Lab,526,High,High,337,3780600,714,5743400
P0960,2024-06-20,KNB,Furniture,204,High,High,5,17100,230,22200
P0961,2021-04-01,ENG,Classroom,103,Low,High,49,151300,109,182100
P0962,2022-05-15,ES,Wet Lab,283,Medium,High,62,793400,383,1171700
P0963,2022-11-23,KNA,Dry Lab,165,Low,Medium,268,961000,216,1308100
P0964,2022-03-30,HMRB,Major Renovation,124,Low,Medium,255,560800,151,770600
P0965,2021-10-07,ENB,Wet Lab,170,Medium,Medium,95,652000,235,855400
P0966,2021-04-20,KNB,Minor Renovation,313,High,Medium,76,106200,369,147100
P0967,2022-10-30,KNA,Dry Lab,282,Low,High,427,2040500,296,2689400
P0968,2022-03-20,HMRB,Classroom,142,Low,Low,81,457600,166,415300
P0969,2023-07-31,ENB,Wet Lab,271,Low,Medium,460,3302700,286,4444600
P0970,2020-12-16,HRIC,Minor Renovation,417,Medium,Medium,446,565800,450,625800
P0971,2023-05-31,END,Classroom,391,High,High,83,679300,604,817000
P0972,2024-05-20,ENG,Minor Renovation,237,Medium,Medium,107,129200,247,140900
P0973,2020-07-31,ES,Minor Renovation,523,High,Medium,358,142500,730,189500
P0974,2022-03-11,SB,Major Renovation,109,Medium,Low,42,62400,124,76400
P0975,2022-02-13,ENG,Minor Renovation,225,Low,Medium,490,164400,228,171800
P0976,2020-08-27,SA,Classroom,248,High,Critical,37,279800,319,406700
P0977,2022-03-09,SA,IT/AV,108,Medium,Medium,5,14200,127,16700
P0978,2021-12-31,TFDL,Wet Lab,462,Medium,Critical,434,4481700,701,5869400
P0979,2023-02-21,ENG,Classroom,454,High,High,225,1428000,663,2152800
P0980,2023-12-26,SA,Wet Lab,234,Medium,Medium,464,3819700,254,4752000
P0981,2021-11-04,SA,Wet Lab,153,High,Medium,20,286100,199,390900
P0982,2022-03-08,ENF,Major Renovation,206,High,Medium,36,109500,219,153600
P0983,2020-06-02,ENG,Major Renovation,259,High,Medium,277,1137100,337,1454700
P0984,2024-08-16,ENB,Wet Lab,456,High,High,490,7196600,530,9686900
P0985,2022-08-10,ENB,Wet Lab,232,Medium,Medium,56,446400,319,521500
P0986,2023-07-01,KNA,Dry Lab,272,Medium,Medium,66,417800,350,575800
P0987,2022-09-29,KNB,Minor Renovation,342,High,Medium,244,399000,486,428200
P0988,2022-05-14,ENF,Major Renovation,209,Medium,Low,93,246700,210,261100
P0989,2020-09-04,HMRB,Furniture,231,Low,Critical,81,279100,315,385900
P0990,2022-09-04,AD,Minor Renovation,145,Low,Low,56,26900,146,31000
P0991,2022-02-15,KNB,Minor Renovation,243,High,Low,133,177600,334,225500
P0992,2020-02-12,KNA,Dry Lab,149,Medium,Medium,24,147000,183,149100
P0993,2024-07-11,TFDL,Furniture,384,Medium,High,229,632000,533,761500
P0994,2021-07-30,HRIC,Dry Lab,151,High,Medium,25,196300,173,266900
P0995,2024-10-24,ENF,Minor Renovation,252,High,Low,466,298500,278,406800
P0996,2022-03-07,SB,Wet Lab,612,High,Critical,83,1723600,870,2182600
P0997,2021-04-12,SB,Minor Renovation,352,High,Medium,84,152500,404,202400
P0998,2021-05-07,KNA,Wet Lab,177,Low,Low,100,676600,210,654700
P0999,2024-06-21,KNA,Major Renovation,334,Medium,High,213,848900,407,1069800
P1000,2021-05-19,ENC,Wet Lab,187,Medium,Medium,35,208000,231,270700
